,filename,width,height,depth,xmin,ymin,xmax,ymax,class
103,10.1.1.1.2031_24.bmp,794,1123,1,207,502,236,589,Table
104,10.1.1.1.2031_24.bmp,794,1123,1,247,502,334,587,Table
105,10.1.1.1.2031_24.bmp,794,1123,1,350,504,420,590,Table
106,10.1.1.1.2031_24.bmp,794,1123,1,435,503,545,586,Table
107,10.1.1.1.2031_24.bmp,794,1123,1,561,501,619,589,Table
108,10.1.1.1.2032_10.bmp,794,1123,1,219,254,260,402,Table
109,10.1.1.1.2032_10.bmp,794,1123,1,280,254,331,404,Table
110,10.1.1.1.2032_10.bmp,794,1123,1,339,255,385,403,Table
111,10.1.1.1.2032_10.bmp,794,1123,1,391,254,436,405,Table
112,10.1.1.1.2032_10.bmp,794,1123,1,443,254,490,404,Table
113,10.1.1.1.2032_10.bmp,794,1123,1,500,255,544,404,Table
114,10.1.1.1.2032_10.bmp,794,1123,1,551,254,597,402,Table
115,10.1.1.1.2032_10.bmp,794,1123,1,219,409,273,429,Table
116,10.1.1.1.2032_10.bmp,794,1123,1,282,407,303,428,Table
117,10.1.1.1.2032_10.bmp,794,1123,1,339,408,364,429,Table
118,10.1.1.1.2032_10.bmp,794,1123,1,393,409,413,430,Table
119,10.1.1.1.2032_10.bmp,794,1123,1,443,409,467,430,Table
120,10.1.1.1.2032_10.bmp,794,1123,1,498,408,523,428,Table
121,10.1.1.1.2032_10.bmp,794,1123,1,552,409,575,429,Table
122,10.1.1.1.2032_10.bmp,794,1123,1,213,710,252,871,Table
123,10.1.1.1.2032_10.bmp,794,1123,1,264,719,309,871,Table
124,10.1.1.1.2032_10.bmp,794,1123,1,321,718,371,870,Table
125,10.1.1.1.2032_10.bmp,794,1123,1,380,719,427,870,Table
126,10.1.1.1.2032_10.bmp,794,1123,1,439,721,489,869,Table
127,10.1.1.1.2032_10.bmp,794,1123,1,501,720,546,871,Table
128,10.1.1.1.2032_10.bmp,794,1123,1,556,721,606,871,Table
129,10.1.1.1.2032_6.bmp,794,1123,1,185,363,247,573,Table
130,10.1.1.1.2032_6.bmp,794,1123,1,261,363,622,573,Table
131,10.1.1.1.2034_11.bmp,816,1056,1,81,75,136,300,Table
132,10.1.1.1.2034_11.bmp,816,1056,1,154,73,195,298,Table
133,10.1.1.1.2034_11.bmp,816,1056,1,215,76,263,300,Table
134,10.1.1.1.2034_11.bmp,816,1056,1,290,75,359,299,Table
135,10.1.1.1.2034_8.bmp,816,1056,3,82,82,163,416,Table
136,10.1.1.1.2034_8.bmp,816,1056,3,182,85,275,417,Table
137,10.1.1.1.2034_8.bmp,816,1056,3,290,82,387,419,Table
138,10.1.1.1.2035_2.bmp,816,1056,1,85,692,139,793,Table
139,10.1.1.1.2035_2.bmp,816,1056,1,157,691,389,794,Table
140,10.1.1.1.2035_2.bmp,816,1056,1,438,660,518,842,Table
141,10.1.1.1.2035_2.bmp,816,1056,1,537,662,701,842,Table
142,10.1.1.1.2035_4.bmp,816,1056,1,90,201,160,506,Table
143,10.1.1.1.2035_4.bmp,816,1056,1,180,201,209,504,Table
144,10.1.1.1.2035_4.bmp,816,1056,1,225,201,382,506,Table
145,10.1.1.1.2036_17.bmp,816,1056,1,138,202,180,371,Table
146,10.1.1.1.2036_17.bmp,816,1056,1,198,204,229,371,Table
147,10.1.1.1.2036_17.bmp,816,1056,1,248,204,280,372,Table
148,10.1.1.1.2036_17.bmp,816,1056,1,298,202,325,371,Table
149,10.1.1.1.2036_17.bmp,816,1056,1,342,202,377,370,Table
150,10.1.1.1.2036_17.bmp,816,1056,1,397,204,431,371,Table
151,10.1.1.1.2036_17.bmp,816,1056,1,449,203,482,370,Table
152,10.1.1.1.2036_17.bmp,816,1056,1,502,200,537,372,Table
153,10.1.1.1.2036_17.bmp,816,1056,1,555,203,596,371,Table
154,10.1.1.1.2036_17.bmp,816,1056,1,611,202,655,371,Table
155,10.1.1.1.2036_17.bmp,816,1056,1,673,202,715,372,Table
156,10.1.1.1.2036_17.bmp,816,1056,1,127,419,170,591,Table
157,10.1.1.1.2036_17.bmp,816,1056,1,188,419,222,591,Table
158,10.1.1.1.2036_17.bmp,816,1056,1,238,421,269,590,Table
159,10.1.1.1.2036_17.bmp,816,1056,1,288,420,322,589,Table
160,10.1.1.1.2036_17.bmp,816,1056,1,339,421,375,591,Table
161,10.1.1.1.2036_17.bmp,816,1056,1,391,420,427,590,Table
162,10.1.1.1.2036_17.bmp,816,1056,1,445,421,487,589,Table
163,10.1.1.1.2036_17.bmp,816,1056,1,504,421,547,591,Table
164,10.1.1.1.2036_17.bmp,816,1056,1,565,420,606,589,Table
165,10.1.1.1.2036_17.bmp,816,1056,1,622,419,665,590,Table
166,10.1.1.1.2036_17.bmp,816,1056,1,682,420,727,589,Table
167,10.1.1.1.2036_17.bmp,816,1056,1,133,639,176,807,Table
168,10.1.1.1.2036_17.bmp,816,1056,1,189,640,225,806,Table
169,10.1.1.1.2036_17.bmp,816,1056,1,243,638,272,807,Table
170,10.1.1.1.2036_17.bmp,816,1056,1,290,638,325,808,Table
171,10.1.1.1.2036_17.bmp,816,1056,1,340,639,379,808,Table
172,10.1.1.1.2036_17.bmp,816,1056,1,397,638,432,807,Table
173,10.1.1.1.2036_17.bmp,816,1056,1,451,638,489,808,Table
174,10.1.1.1.2036_17.bmp,816,1056,1,507,639,550,807,Table
175,10.1.1.1.2036_17.bmp,816,1056,1,566,637,609,807,Table
176,10.1.1.1.2036_17.bmp,816,1056,1,625,639,663,807,Table
177,10.1.1.1.2036_17.bmp,816,1056,1,679,638,720,808,Table
178,10.1.1.1.2042_4.bmp,816,1056,1,181,107,299,301,Table
179,10.1.1.1.2042_4.bmp,816,1056,1,318,108,639,300,Table
180,10.1.1.1.2042_6.bmp,816,1056,1,122,111,249,632,Table
181,10.1.1.1.2042_6.bmp,816,1056,1,264,111,349,632,Table
182,10.1.1.1.2042_6.bmp,816,1056,1,362,113,420,631,Table
183,10.1.1.1.2042_6.bmp,816,1056,1,433,110,472,632,Table
184,10.1.1.1.2042_6.bmp,816,1056,1,488,111,523,633,Table
185,10.1.1.1.2042_6.bmp,816,1056,1,534,111,561,632,Table
186,10.1.1.1.2042_6.bmp,816,1056,1,578,111,615,633,Table
187,10.1.1.1.2042_6.bmp,816,1056,1,628,111,655,631,Table
188,10.1.1.1.2042_6.bmp,816,1056,1,669,112,693,632,Table
189,10.1.1.1.2043_4.bmp,793,1123,1,139,428,449,557,Table
190,10.1.1.1.2043_4.bmp,793,1123,1,462,429,649,558,Table
191,10.1.1.1.2043_4.bmp,793,1123,1,474,246,640,301,Table
192,10.1.1.1.2043_4.bmp,793,1123,1,367,247,461,303,Table
193,10.1.1.1.2043_4.bmp,793,1123,1,245,247,355,304,Table
194,10.1.1.1.2043_4.bmp,793,1123,1,138,246,234,304,Table
195,10.1.1.1.2044_7.bmp,816,1056,1,436,410,464,495,Table
196,10.1.1.1.2044_7.bmp,816,1056,1,480,412,490,496,Table
197,10.1.1.1.2044_7.bmp,816,1056,1,502,413,545,500,Table
198,10.1.1.1.2044_7.bmp,816,1056,1,569,416,590,498,Table
199,10.1.1.1.2044_7.bmp,816,1056,1,608,413,629,497,Table
200,10.1.1.1.2044_7.bmp,816,1056,1,643,412,685,497,Table
201,10.1.1.1.2044_7.bmp,816,1056,1,700,410,708,496,Table
202,10.1.1.1.2044_7.bmp,816,1056,1,403,554,426,620,Table
203,10.1.1.1.2044_7.bmp,816,1056,1,439,553,445,619,Table
204,10.1.1.1.2044_7.bmp,816,1056,1,457,554,516,616,Table
205,10.1.1.1.2044_7.bmp,816,1056,1,529,551,590,617,Table
206,10.1.1.1.2044_7.bmp,816,1056,1,602,556,664,619,Table
207,10.1.1.1.2044_7.bmp,816,1056,1,674,553,726,619,Table
208,10.1.1.1.2044_7.bmp,816,1056,1,448,624,505,690,Table
209,10.1.1.1.2044_7.bmp,816,1056,1,519,622,578,690,Table
210,10.1.1.1.2044_7.bmp,816,1056,1,590,623,652,688,Table
211,10.1.1.1.2044_7.bmp,816,1056,1,662,621,720,687,Table
212,10.1.1.1.2044_7.bmp,816,1056,1,732,622,740,687,Table
213,10.1.1.1.2047_13.bmp,752,984,3,103,121,213,247,Table
214,10.1.1.1.2047_13.bmp,752,984,3,247,119,315,248,Table
215,10.1.1.1.2047_13.bmp,752,984,3,341,121,439,246,Table
216,10.1.1.1.2047_13.bmp,752,984,3,468,121,525,246,Table
217,10.1.1.1.2047_13.bmp,752,984,3,564,121,618,247,Table
218,10.1.1.1.2047_13.bmp,752,984,3,104,756,286,856,Table
219,10.1.1.1.2047_13.bmp,752,984,3,326,784,389,857,Table
220,10.1.1.1.2047_13.bmp,752,984,3,407,785,470,857,Table
221,10.1.1.1.2047_13.bmp,752,984,3,486,786,520,856,Table
222,10.1.1.1.2047_13.bmp,752,984,3,564,786,603,857,Table
223,10.1.1.1.2047_14.bmp,752,984,3,105,590,214,857,Table
224,10.1.1.1.2047_14.bmp,752,984,3,264,591,324,856,Table
225,10.1.1.1.2047_14.bmp,752,984,3,358,619,420,857,Table
226,10.1.1.1.2047_14.bmp,752,984,3,451,620,487,857,Table
227,10.1.1.1.2047_14.bmp,752,984,3,547,620,583,857,Table
228,10.1.1.1.2048_12.bmp,816,1056,1,116,524,168,640,Table
229,10.1.1.1.2048_12.bmp,816,1056,1,181,525,241,639,Table
230,10.1.1.1.2048_12.bmp,816,1056,1,248,525,318,639,Table
231,10.1.1.1.2048_12.bmp,816,1056,1,332,525,367,640,Table
232,10.1.1.1.2048_12.bmp,816,1056,1,391,524,427,639,Table
233,10.1.1.1.2048_12.bmp,816,1056,1,440,526,494,640,Table
234,10.1.1.1.2048_12.bmp,816,1056,1,501,526,571,638,Table
235,10.1.1.1.2048_12.bmp,816,1056,1,577,525,633,640,Table
236,10.1.1.1.2048_12.bmp,816,1056,1,641,524,694,640,Table
237,10.1.1.1.2048_29.bmp,816,1056,1,116,179,222,597,Table
238,10.1.1.1.2048_29.bmp,816,1056,1,245,195,289,597,Table
239,10.1.1.1.2048_29.bmp,816,1056,1,322,194,369,597,Table
240,10.1.1.1.2048_29.bmp,816,1056,1,398,193,446,600,Table
241,10.1.1.1.2048_29.bmp,816,1056,1,476,193,528,597,Table
242,10.1.1.1.2048_29.bmp,816,1056,1,554,194,603,597,Table
243,10.1.1.1.2048_29.bmp,816,1056,1,634,195,683,599,Table
244,10.1.1.1.2051_5.bmp,768,1008,1,486,160,500,341,Table
245,10.1.1.1.2051_5.bmp,768,1008,1,512,160,530,342,Table
246,10.1.1.1.2051_5.bmp,768,1008,1,544,160,554,343,Table
247,10.1.1.1.2051_5.bmp,768,1008,1,574,161,601,343,Table
248,10.1.1.1.2051_5.bmp,768,1008,1,617,160,640,343,Table
249,10.1.1.1.2051_6.bmp,768,1008,1,104,160,114,286,Table
250,10.1.1.1.2051_6.bmp,768,1008,1,132,156,157,292,Table
251,10.1.1.1.2051_6.bmp,768,1008,1,177,160,209,292,Table
252,10.1.1.1.2051_6.bmp,768,1008,1,228,159,262,289,Table
253,10.1.1.1.2051_6.bmp,768,1008,1,281,160,315,289,Table
254,10.1.1.1.2051_6.bmp,768,1008,1,469,160,496,265,Table
255,10.1.1.1.2051_6.bmp,768,1008,1,510,160,523,265,Table
256,10.1.1.1.2051_6.bmp,768,1008,1,540,160,568,265,Table
257,10.1.1.1.2051_6.bmp,768,1008,1,584,158,609,264,Table
258,10.1.1.1.2051_6.bmp,768,1008,1,625,159,659,264,Table
259,10.1.1.1.2051_6.bmp,768,1008,1,115,424,142,531,Table
260,10.1.1.1.2051_6.bmp,768,1008,1,157,427,168,531,Table
261,10.1.1.1.2051_6.bmp,768,1008,1,186,425,215,531,Table
262,10.1.1.1.2051_6.bmp,768,1008,1,232,427,257,530,Table
263,10.1.1.1.2051_6.bmp,768,1008,1,269,426,306,531,Table
264,10.1.1.1.2054_5.bmp,768,1008,1,69,801,164,923,Table
265,10.1.1.1.2054_5.bmp,768,1008,1,190,801,245,923,Table
266,10.1.1.1.2054_5.bmp,768,1008,1,269,801,353,925,Table
267,10.1.1.1.2055_3.bmp,768,1008,1,45,401,140,646,Table
268,10.1.1.1.2055_3.bmp,768,1008,1,156,402,253,648,Table
269,10.1.1.1.2055_3.bmp,768,1008,1,269,403,364,649,Table
270,10.1.1.1.2055_4.bmp,768,1008,1,51,125,174,464,Table
271,10.1.1.1.2055_4.bmp,768,1008,1,192,126,356,464,Table
272,10.1.1.1.2057_5.bmp,816,1056,1,82,373,125,508,Table
273,10.1.1.1.2057_5.bmp,816,1056,1,135,374,163,507,Table
274,10.1.1.1.2057_5.bmp,816,1056,1,175,400,198,506,Table
275,10.1.1.1.2057_5.bmp,816,1056,1,210,401,237,506,Table
276,10.1.1.1.2057_5.bmp,816,1056,1,250,401,279,507,Table
277,10.1.1.1.2057_5.bmp,816,1056,1,290,402,313,508,Table
278,10.1.1.1.2057_5.bmp,816,1056,1,325,402,348,507,Table
279,10.1.1.1.2057_5.bmp,816,1056,1,361,404,388,508,Table
280,10.1.1.1.2063_21.bmp,651,964,1,88,80,115,232,Table
281,10.1.1.1.2063_21.bmp,651,964,1,194,81,225,232,Table
282,10.1.1.1.2063_21.bmp,651,964,1,302,82,341,231,Table
283,10.1.1.1.2063_21.bmp,651,964,1,414,81,453,232,Table
284,10.1.1.1.2063_21.bmp,651,964,1,526,84,583,231,Table
285,10.1.1.1.2063_4.bmp,651,964,1,91,110,156,388,Table
286,10.1.1.1.2063_4.bmp,651,964,1,186,109,321,391,Table
287,10.1.1.1.2063_4.bmp,651,964,1,351,109,444,391,Table
288,10.1.1.1.2063_4.bmp,651,964,1,485,109,583,390,Table
289,10.1.1.1.2064_5.bmp,816,1056,1,430,501,453,538,Table
290,10.1.1.1.2064_5.bmp,816,1056,1,467,501,489,538,Table
291,10.1.1.1.2064_5.bmp,816,1056,1,503,502,522,536,Table
292,10.1.1.1.2064_5.bmp,816,1056,1,535,500,558,534,Table
293,10.1.1.1.2064_5.bmp,816,1056,1,571,501,594,537,Table
294,10.1.1.1.2064_5.bmp,816,1056,1,606,501,626,537,Table
295,10.1.1.1.2064_5.bmp,816,1056,1,639,502,659,537,Table
296,10.1.1.1.2064_5.bmp,816,1056,1,672,501,694,537,Table
297,10.1.1.1.2064_5.bmp,816,1056,1,706,501,725,536,Table
298,10.1.1.1.2064_5.bmp,816,1056,1,77,110,94,206,Table
299,10.1.1.1.2064_5.bmp,816,1056,1,106,112,239,206,Table
300,10.1.1.1.2064_5.bmp,816,1056,1,252,112,381,206,Table
301,10.1.1.1.2064_5.bmp,816,1056,1,249,256,361,352,Table
302,10.1.1.1.2064_5.bmp,816,1056,1,119,255,233,351,Table
303,10.1.1.1.2064_5.bmp,816,1056,1,89,252,103,353,Table
304,10.1.1.1.2066_4.bmp,816,1056,1,69,504,153,646,Table
305,10.1.1.1.2066_4.bmp,816,1056,1,166,505,255,647,Table
306,10.1.1.1.2066_4.bmp,816,1056,1,276,504,343,646,Table
307,10.1.1.1.2067_10.bmp,816,1056,1,472,88,574,179,Table
308,10.1.1.1.2067_10.bmp,816,1056,1,591,87,711,177,Table
309,10.1.1.1.2067_10.bmp,816,1056,1,591,200,690,230,Table
310,10.1.1.1.2067_10.bmp,816,1056,1,472,199,574,229,Table
311,10.1.1.1.2067_4.bmp,816,1056,1,115,70,183,139,Table
312,10.1.1.1.2067_4.bmp,816,1056,1,199,70,378,137,Table
313,10.1.1.1.2067_4.bmp,816,1056,1,102,181,129,248,Table
314,10.1.1.1.2067_4.bmp,816,1056,1,148,183,388,247,Table
315,10.1.1.1.2071_4.bmp,768,1008,1,432,307,536,523,Table
316,10.1.1.1.2071_4.bmp,768,1008,1,557,306,690,525,Table
317,10.1.1.1.2071_7.bmp,768,1008,1,69,275,176,521,Table
318,10.1.1.1.2071_7.bmp,768,1008,1,208,273,358,520,Table
319,10.1.1.1.2072_4.bmp,768,1008,1,61,585,116,728,Table
320,10.1.1.1.2072_4.bmp,768,1008,1,137,603,147,727,Table
321,10.1.1.1.2072_4.bmp,768,1008,1,164,601,172,726,Table
322,10.1.1.1.2072_4.bmp,768,1008,1,186,602,198,728,Table
323,10.1.1.1.2072_4.bmp,768,1008,1,214,602,222,728,Table
324,10.1.1.1.2072_4.bmp,768,1008,1,237,602,249,726,Table
325,10.1.1.1.2072_4.bmp,768,1008,1,276,584,346,729,Table
326,10.1.1.1.2075_6.bmp,816,1056,3,134,624,215,741,Table
327,10.1.1.1.2075_6.bmp,816,1056,3,244,648,282,743,Table
328,10.1.1.1.2075_6.bmp,816,1056,3,299,647,325,744,Table
329,10.1.1.1.2075_6.bmp,816,1056,3,341,650,369,744,Table
330,10.1.1.1.2075_6.bmp,816,1056,3,385,649,427,744,Table
331,10.1.1.1.2075_6.bmp,816,1056,3,478,649,513,742,Table
332,10.1.1.1.2075_6.bmp,816,1056,3,532,650,559,744,Table
333,10.1.1.1.2075_6.bmp,816,1056,3,572,650,599,742,Table
334,10.1.1.1.2075_6.bmp,816,1056,3,615,649,659,741,Table
335,10.1.1.1.2075_7.bmp,816,1056,1,444,113,520,230,Table
336,10.1.1.1.2075_7.bmp,816,1056,1,534,115,556,231,Table
337,10.1.1.1.2075_7.bmp,816,1056,1,569,114,591,231,Table
338,10.1.1.1.2075_7.bmp,816,1056,1,606,114,633,231,Table
339,10.1.1.1.2075_7.bmp,816,1056,1,649,113,672,231,Table
340,10.1.1.1.2076_85.bmp,816,1056,1,218,95,311,188,Table
341,10.1.1.1.2076_85.bmp,816,1056,1,327,96,388,187,Table
342,10.1.1.1.2076_85.bmp,816,1056,1,403,96,461,187,Table
343,10.1.1.1.2076_85.bmp,816,1056,1,477,95,524,188,Table
344,10.1.1.1.2076_85.bmp,816,1056,1,540,95,591,187,Table
345,10.1.1.1.2076_85.bmp,816,1056,1,607,96,645,187,Table
346,10.1.1.1.2082_5.bmp,816,1056,1,81,360,136,440,Table
347,10.1.1.1.2082_5.bmp,816,1056,1,152,373,184,442,Table
348,10.1.1.1.2082_5.bmp,816,1056,1,197,373,233,440,Table
349,10.1.1.1.2082_5.bmp,816,1056,1,248,375,280,440,Table
350,10.1.1.1.2082_5.bmp,816,1056,1,296,375,330,441,Table
351,10.1.1.1.2082_5.bmp,816,1056,1,343,376,372,440,Table
352,10.1.1.1.2082_5.bmp,816,1056,1,81,803,135,886,Table
353,10.1.1.1.2082_5.bmp,816,1056,1,152,820,207,885,Table
354,10.1.1.1.2082_5.bmp,816,1056,1,220,820,281,884,Table
355,10.1.1.1.2082_5.bmp,816,1056,1,294,820,353,884,Table
356,10.1.1.1.2082_5.bmp,816,1056,1,418,484,475,550,Table
357,10.1.1.1.2082_5.bmp,816,1056,1,492,499,521,547,Table
358,10.1.1.1.2082_5.bmp,816,1056,1,536,499,566,547,Table
359,10.1.1.1.2082_5.bmp,816,1056,1,583,500,613,549,Table
360,10.1.1.1.2082_5.bmp,816,1056,1,630,499,659,548,Table
361,10.1.1.1.2082_5.bmp,816,1056,1,676,500,702,548,Table
362,10.1.1.1.2084_16.bmp,816,1056,1,157,580,353,714,Table
363,10.1.1.1.2084_16.bmp,816,1056,1,397,580,444,714,Table
364,10.1.1.1.2084_16.bmp,816,1056,1,496,580,538,714,Table
365,10.1.1.1.2084_16.bmp,816,1056,1,597,579,632,713,Table
366,10.1.1.1.2084_18.bmp,816,1056,1,128,142,413,473,Table
367,10.1.1.1.2084_18.bmp,816,1056,1,444,141,499,472,Table
368,10.1.1.1.2084_18.bmp,816,1056,1,529,141,575,472,Table
369,10.1.1.1.2084_18.bmp,816,1056,1,601,139,687,473,Table
370,10.1.1.1.2087_15.bmp,816,1056,1,85,236,160,733,Table
371,10.1.1.1.2087_15.bmp,816,1056,1,171,238,544,735,Table
372,10.1.1.1.2087_15.bmp,816,1056,1,551,258,612,730,Table
373,10.1.1.1.2087_15.bmp,816,1056,1,629,255,675,733,Table
374,10.1.1.1.2087_26.bmp,816,1056,1,123,231,157,519,Table
375,10.1.1.1.2087_26.bmp,816,1056,1,197,231,361,518,Table
376,10.1.1.1.2087_26.bmp,816,1056,1,388,230,409,520,Table
